reputacao_artista,altura,largura,peso,preco_escultura,preco_base_envio,diferenca_dias_entrega,data_agendada_dias,data_agendada_mes,data_agendada_ano,data_entrega_dias,data_entrega_mes,data_entrega_ano,internacional_Sim,envio_expresso_Sim,instalacao_incluida_Sim,fragil_Sim,pedido_extra_cliente_Sim,localizacao_remota_Sim,material_Argila,material_Bronze,material_Latão,material_Madeira,material_Mármore,material_Não especificado,material_Pedra,transporte_Aéreo,transporte_Não especificado,transporte_Rodoviário
0.93,8.2296,3.9624,331.12216,16.7475,115.92,0,14,3,2019,14,3,2019,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.61,0.9144,0.6096,4.989512,36.12,69.6675,4,9,2,2021,13,2,2021,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False
0.47,3.048,1.2192,161.932344,22.365,95.2875,-3,4,10,2021,1,10,2021,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0.13,5.7912,3.9624,165.107488,29.4,127.9425,0,7,10,2021,7,10,2021,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
0.78,1.8288,1.2192,43.09124,20.79,73.605,4,23,7,2020,27,7,2020,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False
0.64,2.4384,1.524,14.061352,26.985,71.66250000000001,4,23,2,2021,27,2,2021,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.39,3.048,1.524,33.565808,21.1575,86.94,-3,10,6,2022,7,6,2022,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.28,5.486400000000001,2.7432000000000003,2087.430384,29.715,81.165,0,2,6,2020,2,6,2020,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0.74,2.1336,1.524,46.266384,31.8675,88.4625,0,3,10,2021,3,10,2021,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0.5,5.1816,1.8288,52.16308,31.5,57.2775,2,22,10,2022,24,10,2022,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
0.34,2.1336,1.524,317.967992,30.5025,109.1475,0,15,4,2020,15,4,2020,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
0.36,3.9624,2.1336,1491.864088,35.805,81.4275,-3,9,2,2022,6,2,2022,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False
0.76,6.4008,2.4384,960.707856,29.5575,57.9075,4,17,12,2019,21,12,2019,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0.07,9.4488,1.8288,114.758776,25.2525,53.602500000000006,0,9,7,2022,9,7,2022,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.18,3.6576,2.1336,1029.65384,32.2875,87.8325,1,11,4,2019,12,4,2019,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
0.79,4.572,2.4384,1241.934896,46.095,61.6875,-3,17,10,2021,14,10,2021,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True
0.05,6.4008,2.7432000000000003,360.152048,35.49,82.845,-2,21,7,2021,19,7,2021,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.79,2.4384,1.524,97.52228,32.3925,119.175,4,19,6,2023,23,6,2023,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True
0.05,4.2672,1.8288,68.492392,17.64,116.3925,0,26,10,2021,26,10,2021,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.3,2.1336,1.524,66.224432,19.32,125.3175,1,21,11,2020,22,11,2020,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0.5,6.096,1.8288,209.105912,17.6925,66.675,4,23,10,2019,27,10,2019,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0.46,3.9624,1.8288,799.682696,33.3375,113.19,3,18,2,2021,21,2,2021,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0.42,5.7912,3.6576,762.0345599999999,31.92,88.725,-4,3,12,2021,29,11,2021,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False
0.76,5.1816,2.4384,1889.21068,19.2675,73.9725,0,5,12,2020,5,12,2020,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0.67,4.8768,2.1336,188.24068,31.1325,121.38,3,28,1,2021,31,1,2021,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.03,5.1816,2.1336,82.100152,28.245,100.17,3,18,4,2023,21,4,2023,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.74,8.5344,4.572,916.709432,47.3025,129.15,0,12,9,2019,12,9,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.33,2.1336,1.524,30.844256,31.6575,65.5725,-2,10,4,2020,8,4,2020,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.37,4.2672,2.1336,71.667536,32.4975,85.94250000000001,0,16,8,2020,16,8,2020,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.44,2.7432000000000003,1.524,282.587816,26.355,113.1375,-2,21,5,2023,19,5,2023,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
0.05,7.010400000000001,2.4384,137.891968,21.315,85.89,-3,29,10,2019,26,10,2019,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False
0.01,4.572,1.8288,408.2328,33.4425,52.7625,1,11,8,2021,12,8,2021,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
0.4,5.1816,1.8288,41.730464,31.29,93.3975,0,28,10,2021,28,10,2021,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0.08,3.048,1.524,98.883056,29.3475,107.8875,1,17,8,2023,18,8,2023,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False
0.94,0.9144,0.6096,9.979024,24.9375,102.6375,-4,26,5,2022,22,5,2022,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
0.13,2.7432000000000003,1.2192,38.55532,32.865,52.5,-2,7,6,2020,5,6,2020,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.05,1.2192,1.2192,29.48348,36.0675,78.9075,0,4,4,2022,4,4,2022,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.21,2.4384,1.2192,23.586784,18.2175,89.565,0,11,2,2023,11,2,2023,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0.1,2.4384,1.524,22.226008,16.3275,108.0975,-4,25,11,2020,21,11,2020,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.31,10.9728,3.3528,1520.893976,38.535,105.8925,-4,25,3,2023,21,3,2023,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
0.0,5.486400000000001,2.7432000000000003,136.0776,22.4175,112.2975,0,10,11,2020,10,11,2020,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.92,2.4384,1.524,285.76296,37.5375,124.2675,-4,12,7,2022,8,7,2022,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
0.14,7.62,3.048,1442.876152,16.275000000000002,72.765,0,3,2,2019,3,2,2019,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0.1,7.010400000000001,2.7432000000000003,273.515976,35.175000000000004,103.1625,-4,25,3,2023,21,3,2023,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0.43,5.1816,1.8288,87.089664,26.88,73.29,4,29,4,2020,3,5,2020,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.53,2.1336,1.2192,1890.117864,27.615,113.505,4,14,2,2020,18,2,2020,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True
0.03,4.2672,2.4384,325.679056,21.0525,65.9925,0,10,7,2019,10,7,2019,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.73,0.9144,0.9144,37.648136,20.3175,125.8425,3,29,3,2020,1,4,2020,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
0.99,2.4384,1.2192,15.422128,31.8675,77.3325,4,3,3,2019,7,3,2019,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
0.53,2.4384,1.2192,239.950168,17.745,116.025,4,17,9,2020,21,9,2020,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
0.24,7.9248,2.7432000000000003,562.907672,28.98,115.29,-1,1,8,2023,31,7,2023,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.79,1.8288,1.524,51.709488,27.405,75.285,0,30,8,2020,30,8,2020,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0.1,4.572,2.4384,1767.648024,26.6175,70.35000000000001,-3,29,8,2019,26,8,2019,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0.2,3.048,1.524,437.71628,34.545,87.0975,0,18,8,2023,18,8,2023,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0.59,5.486400000000001,4.2672,1271.871968,33.285,52.6575,0,17,12,2019,17,12,2019,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
0.6,8.8392,3.048,1389.805888,37.59,83.1075,-1,20,3,2022,19,3,2022,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0.21,2.7432000000000003,1.2192,135.170416,21.6825,123.7425,-1,5,5,2023,4,5,2023,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0.19,4.572,2.4384,776.549504,36.54,114.24,-4,24,2,2019,20,2,2019,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
0.12,1.2192,0.9144,24.040376,21.1575,86.2575,0,21,1,2021,21,1,2021,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
0.84,2.1336,1.524,1806.656936,23.205,122.115,4,4,5,2021,8,5,2021,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0.79,7.62,2.4384,95.25432,35.28,122.325,-1,13,5,2023,12,5,2023,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
0.07,7.315200000000001,1.8288,644.10064,29.505,96.495,0,2,4,2023,2,4,2023,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
0.3,13.4112,3.3528,278.95908,27.51,106.9425,-4,24,7,2022,20,7,2022,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False
0.64,5.1816,2.1336,69.853168,27.405,108.57,3,9,1,2022,12,1,2022,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.52,3.9624,2.1336,81.192968,22.9425,83.1075,0,13,3,2020,13,3,2020,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.53,4.572,2.4384,95.707912,20.16,60.5325,1,31,1,2019,1,2,2019,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0.61,3.3528,2.1336,126.552168,32.2875,66.2025,1,26,1,2021,27,1,2021,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False
0.62,7.315200000000001,3.048,223.167264,31.08,56.595,1,23,5,2021,24,5,2021,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.86,1.8288,1.2192,77.564232,24.045,98.2275,4,14,5,2021,18,5,2021,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
0.27,7.315200000000001,2.4384,419.119008,30.082500000000003,98.175,0,12,5,2022,12,5,2022,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.38,6.096,2.4384,173.725736,27.195,71.0325,1,31,12,2020,1,1,2021,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0.47,2.1336,1.524,69.399576,21.4725,58.065000000000005,-4,13,3,2019,9,3,2019,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0.33,5.1816,2.1336,42.637648,24.7275,55.4925,3,15,1,2023,18,1,2023,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.62,7.9248,2.7432000000000003,164.653896,36.645,53.34,4,9,3,2020,13,3,2020,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.48,1.8288,1.2192,179.622432,21.0525,91.1925,3,20,5,2019,23,5,2019,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
0.05,2.7432000000000003,1.2192,40.369688,22.47,85.89,-4,2,11,2020,29,10,2020,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.55,9.144,1.8288,115.212368,19.74,127.3125,0,2,5,2023,2,5,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.09,7.010400000000001,2.1336,436.809096,19.4775,67.7775,3,14,2,2022,17,2,2022,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False
0.69,6.096,3.048,726.6543839999999,29.8725,76.86,-3,7,8,2022,4,8,2022,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0.61,2.4384,1.2192,202.755624,30.975,120.645,2,6,2,2019,8,2,2019,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.52,3.9624,2.1336,356.523312,20.16,77.07,0,11,9,2019,11,9,2019,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
0.28,3.9624,1.8288,241.310944,29.925,117.2325,-2,1,3,2019,27,2,2019,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True
0.03,3.9624,1.8288,758.859416,19.635,105.315,-4,18,4,2023,14,4,2023,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0.75,3.3528,1.8288,774.2815439999999,33.18,130.305,3,14,11,2020,17,11,2020,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0.72,0.9144,0.6096,16.782904,29.7675,78.33,0,22,5,2023,22,5,2023,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0.45,6.7056,2.4384,91.625584,28.035,123.9,-3,5,8,2019,2,8,2019,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.06,4.572,2.1336,84.821704,25.4625,102.585,-3,5,6,2023,2,6,2023,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
0.2,6.4008,1.8288,273.515976,34.125,119.6475,-4,17,11,2022,13,11,2022,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.0,10.668,3.9624,896.297792,29.5575,62.002500000000005,-2,11,4,2022,9,4,2022,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
0.51,4.8768,2.1336,160.117976,33.2325,57.435,2,11,9,2019,13,9,2019,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.39,5.7912,2.7432000000000003,108.408488,16.8,61.845,2,4,9,2021,6,9,2021,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0.07,2.7432000000000003,1.524,37.648136,33.7575,84.525,1,15,12,2022,16,12,2022,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0.58,4.572,1.8288,67.131616,25.41,97.23,4,18,2,2021,22,2,2021,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
0.97,5.486400000000001,2.4384,313.432072,15.75,53.4975,0,28,8,2022,28,8,2022,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.47,9.7536,2.7432000000000003,645.461416,20.16,129.67499999999998,-2,1,5,2022,29,4,2022,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.52,3.9624,1.8288,98.883056,25.305,107.7825,-1,5,4,2022,4,4,2022,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.22,6.7056,2.1336,65.77083999999999,21.84,97.965,-3,3,2,2022,31,1,2022,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False
0.19,6.096,2.4384,104.32616,24.4125,121.2225,1,8,5,2019,9,5,2019,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0.14,1.524,0.9144,184.158352,21.2625,69.8775,-3,16,2,2021,13,2,2021,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0.13,3.3528,2.4384,59.874144,33.39,82.215,-4,30,3,2022,26,3,2022,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0.15,9.144,2.1336,472.642864,30.135,53.025,2,21,1,2023,23,1,2023,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.4,8.2296,4.572,899.926528,27.5625,101.4825,-4,26,6,2019,22,6,2019,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.8,4.572,1.8288,139.706336,23.835,65.5725,-2,22,3,2020,20,3,2020,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0.12,1.524,1.2192,14.514944,31.92,91.77,3,5,9,2021,8,9,2021,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0.37,7.010400000000001,2.4384,204.569992,20.4225,58.6425,1,6,9,2020,7,9,2020,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0.45,5.1816,2.4384,1693.258936,34.7025,113.9775,-2,31,1,2021,29,1,2021,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
0.14,4.8768,2.1336,198.673296,35.385,95.025,4,18,5,2022,22,5,2022,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.18,8.8392,2.7432000000000003,545.671176,30.555,103.5825,3,22,6,2022,25,6,2022,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.68,1.8288,1.2192,45.812792,30.1875,126.2625,-2,23,5,2023,21,5,2023,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.93,5.486400000000001,2.7432000000000003,321.143136,29.505,110.3025,0,21,2,2019,21,2,2019,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0.8,4.572,1.8288,221.806488,19.3725,96.39,0,17,4,2019,17,4,2019,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
0.63,2.7432000000000003,1.524,351.080208,35.3325,97.335,0,16,1,2021,16,1,2021,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0.68,7.315200000000001,3.3528,97.068688,20.4225,122.2725,0,4,6,2021,4,6,2021,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.52,2.7432000000000003,1.2192,58.513368,33.4425,92.61,-3,18,11,2020,15,11,2020,True,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False
0.18,5.1816,2.1336,959.34708,32.235,55.335,-1,6,6,2020,5,6,2020,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0.55,10.0584,1.8288,2209.900224,42.315000000000005,129.15,-2,11,11,2019,9,11,2019,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False
0.18,0.9144,0.6096,10.432616,21.21,96.2325,-4,27,12,2021,23,12,2021,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
0.92,1.524,1.2192,131.54168,30.7125,101.9025,2,10,1,2019,12,1,2019,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
0.36,6.4008,1.8288,224.074448,30.555,119.6475,1,8,5,2019,9,5,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.53,3.3528,2.4384,256.27948,35.3325,102.585,1,6,10,2020,7,10,2020,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
0.04,2.7432000000000003,1.2192,309.349744,22.68,129.57,4,2,8,2021,6,8,2021,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
0.67,4.2672,1.8288,108.86208,25.9875,76.02,4,30,1,2023,3,2,2023,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.22,4.2672,2.4384,25.401152,19.7925,88.83000000000001,2,25,2,2019,27,2,2019,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0.7,3.6576,2.1336,298.009944,35.9625,106.4175,-2,2,5,2021,30,4,2021,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
0.21,2.1336,1.524,1793.049176,37.6425,80.4825,4,21,5,2020,25,5,2020,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0.04,6.7056,2.4384,700.79964,36.1725,91.77,4,5,8,2023,9,8,2023,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0.26,3.3528,1.8288,39.462504,28.2975,62.9475,0,19,3,2023,19,3,2023,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
0.55,7.62,1.8288,425.015704,16.065,56.385,4,8,6,2020,12,6,2020,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False
0.34,2.4384,1.2192,1177.978424,34.335,92.505,0,12,3,2021,12,3,2021,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True
0.45,6.7056,4.2672,1281.850992,25.5675,63.735,-1,20,2,2021,19,2,2021,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True
0.29,3.6576,2.1336,51.709488,26.3025,74.8125,3,3,8,2019,6,8,2019,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
0.3,0.9144,0.9144,8.164656,29.7675,58.8,0,9,3,2022,9,3,2022,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.83,1.2192,1.2192,71.667536,19.425,100.38,0,3,8,2023,3,8,2023,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0.88,5.486400000000001,2.1336,284.402184,31.3425,81.795,2,18,1,2020,20,1,2020,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.31,1.2192,0.9144,152.860504,18.4275,87.04499999999999,-3,11,7,2023,8,7,2023,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0.81,7.62,3.3528,708.510704,34.5975,61.6875,-2,16,5,2020,14,5,2020,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0.45,5.7912,2.1336,80.739376,21.7875,81.48,0,13,4,2022,13,4,2022,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
0.79,6.096,1.8288,172.36496,32.0775,63.4725,2,16,3,2023,18,3,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.86,9.7536,1.8288,951.636016,26.355,77.96249999999999,-3,10,2,2019,7,2,2019,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
0.54,6.4008,2.1336,116.573144,23.1,129.7275,3,7,1,2019,10,1,2019,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.63,7.010400000000001,2.7432000000000003,452.684816,28.2975,78.3825,1,27,6,2019,28,6,2019,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False
0.11,7.9248,3.3528,1084.08488,36.3825,74.76,0,7,7,2022,7,7,2022,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False
0.83,2.7432000000000003,1.2192,142.88148,33.6525,122.9025,0,24,6,2023,24,6,2023,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False
0.01,4.8768,2.4384,1227.419952,37.275,58.8,-4,13,11,2022,9,11,2022,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0.43,2.4384,1.2192,220.899304,19.4775,118.545,-2,8,9,2020,6,9,2020,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.74,4.2672,2.1336,149.68536,19.635,59.5875,-2,16,6,2019,14,6,2019,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.1,1.2192,1.2192,31.297848,30.082500000000003,65.52,3,19,7,2019,22,7,2019,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False
1.0,5.486400000000001,3.048,692.634984,32.8125,111.8775,-1,12,6,2022,11,6,2022,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False
0.56,6.096,2.1336,76.657048,16.485,123.1125,3,17,7,2019,20,7,2019,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.26,10.3632,2.7432000000000003,1592.10792,26.3025,91.9275,-2,14,2,2022,12,2,2022,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
0.16,6.4008,1.8288,215.4562,16.6425,82.7925,-3,5,1,2021,2,1,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.42,10.0584,3.6576,149.68536,31.5,56.1225,-1,12,6,2020,11,6,2020,True,True,True,False,True,True,False,False,False,True,False,False,False,True,False,False
0.42,4.2672,2.4384,39.462504,33.6,65.10000000000001,-2,9,12,2020,7,12,2020,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.63,9.7536,3.3528,668.594608,33.495,57.855,0,16,3,2020,16,3,2020,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.07,7.9248,1.8288,307.535376,19.6875,76.545,-1,13,5,2020,12,5,2020,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.83,7.010400000000001,3.048,1541.759208,27.6675,118.02,2,24,7,2019,26,7,2019,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True
0.1,6.4008,3.048,108.408488,17.325,61.477500000000006,0,19,8,2020,19,8,2020,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.43,2.1336,1.2192,346.090696,25.5675,72.1875,1,17,7,2023,18,7,2023,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False
0.78,6.096,1.8288,726.6543839999999,43.68,83.21249999999999,0,14,3,2022,14,3,2022,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False
0.82,3.048,1.524,518.455656,52.08,77.49,1,11,5,2020,12,5,2020,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.66,5.486400000000001,2.1336,1114.929136,51.975,76.5975,0,12,9,2021,12,9,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0.37,10.3632,3.9624,1922.322896,28.0875,58.485,-1,9,6,2019,8,6,2019,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
0.35,5.7912,1.8288,1449.680032,43.102500000000006,85.5225,4,8,6,2023,12,6,2023,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False
0.21,10.9728,3.3528,468.560536,24.6225,89.66999999999999,-4,4,6,2022,31,5,2022,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.95,5.486400000000001,1.8288,1375.744536,43.8375,73.1325,0,14,6,2023,14,6,2023,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
0.62,13.716,3.3528,425.015704,31.1325,109.1475,1,29,11,2020,30,11,2020,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.78,0.9144,0.9144,17.690088,26.985,109.83,3,15,9,2021,18,9,2021,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True
0.82,7.315200000000001,3.048,266.258504,25.095,129.2025,-3,4,3,2021,1,3,2021,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True
0.74,5.7912,2.1336,383.738832,47.6175,107.835,-4,23,1,2021,19,1,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.24,11.2776,3.6576,1570.789096,34.1775,130.83,0,9,2,2019,9,2,2019,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0.26,3.3528,2.4384,54.884632,34.23,107.94,-3,5,5,2022,2,5,2022,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.27,3.9624,1.8288,543.403216,15.802499999999998,126.0,-3,17,10,2019,14,10,2019,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
0.8,3.9624,1.8288,178.715248,20.6325,57.015,0,1,9,2020,1,9,2020,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0.62,4.8768,2.4384,79.83219199999999,17.2725,58.59,4,5,10,2021,9,10,2021,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.69,0.9144,0.6096,36.740952,16.4325,53.76,-2,1,3,2021,27,2,2021,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0.16,5.486400000000001,1.8288,1572.603464,37.485,100.59,-1,3,11,2021,2,11,2021,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
0.03,1.524,1.2192,591.93756,16.59,54.7575,2,27,9,2021,29,9,2021,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
